Bloque de Numeración,IDO/IDD,"IDO/IDD
Alternativo",Autorización,Empresa,,,
2 22872XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22873XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22874XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22875XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22876XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22877XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22878XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22879XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22880XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22881XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22882XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22883XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22884XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22885XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22886XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22887XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22888XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22889XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22890XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22891XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22892XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22893XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22894XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22895XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22896XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22897XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22898XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22899XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22900XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22901XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22902XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22903XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22904XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22905XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22906XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22907XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22908XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22909XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22910XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22911XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22912XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22913XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22914XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22915XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22916XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22917XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22918XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22919XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22920XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22921XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22922XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22923XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22924XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22925XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22926XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22927XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22928XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22929XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22930XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22931XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22932XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22933XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22934XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22935XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22936XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22937XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22938XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22939XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22940XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22941XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22942XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22943XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22944XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22945XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22946XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22947XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22948XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22949XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22950XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22951XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22952XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22953XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22954XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22955XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22956XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22957XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22958XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22959XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22960XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22961XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22962XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22963XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22964XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22965XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22966XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22967XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22968XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22969XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22970XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22971XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22972XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22973XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22974XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22975XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22976XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22977XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22978XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22979XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22981XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22982XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22983XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22985XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22986XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22987XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22988XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22989XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22990XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22991XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22992XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22993XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22994XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22995XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22996XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22997XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22998XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 22999XXX,317,,Servicio Público Telefónico Local,COMPAÑÍA DE TELECOMUNICACIONES DE CHILE S.A.,,,
2 23000XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23001XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23002XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23003XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23004XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23005XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23006XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23007XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23008XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23009XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23010XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23011XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23012XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23013XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23014XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23015XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23016XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23017XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23018XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23019XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23020XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23021XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23022XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23023XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23024XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23025XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23026XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23027XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23028XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23029XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23030XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23031XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23032XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23033XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23034XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23035XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23036XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23037XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23038XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23039XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23040XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23041XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23042XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23043XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23044XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23045XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23046XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23047XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23048XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23049XXX,355,,Servicio Público Telefónico Local,CIBELES TELECOM  S.A.,,,
2 23050XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23051XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23052XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23053XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23060XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23061XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23062XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23063XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23064XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23065XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23066XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23067XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23068XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23069XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23070XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23071XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23072XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23073XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23074XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23075XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23076XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23077XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23078XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23079XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23078XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23079XXX,319,,Servicio Público Telefónico Local,GTD MANQUEHUE S.A.,,,
2 23080XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23081XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23082XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23083XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23084XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23085XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23086XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23087XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23088XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23089XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23093XXX,322,,Servicio Público Telefónico Local,ENTEL TELEFONÍA LOCAL S.A.,,,
2 23099XXX,323,,Servicio Público Telefónico Local,GTD TELESAT S.A.,,,
2 23100XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23101XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23102XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23103XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23104XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23105XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23106XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23107XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23108XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23109XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23110XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23111XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23112XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23113XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23114XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23115XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23116XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23117XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23118XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23119XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23120XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23121XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23122XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23123XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23124XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23125XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23126XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23127XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23128XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23129XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23130XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23131XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23132XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23133XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23134XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23135XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
2 23136XXX,326,,Servicio Público Telefónico Local,VTR BANDA ANCHA (CHILE) S.A.,,,
